time_index,frequency,direction,87,58
1995-01-01 01:00:00+00:00,0.1329,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,292.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,307.5,4.148127e-05,5.4892065e-05
1995-01-01 01:00:00+00:00,0.1329,322.5,0.00014518444,0.00019212223
1995-01-01 01:00:00+00:00,0.1329,337.5,0.00033185017,0.00038424446
1995-01-01 01:00:00+00:00,0.1329,352.5,0.00055999716,0.00052147463
1995-01-01 01:00:00+00:00,0.1462,7.5,0.00049777527,0.000823381
1995-01-01 01:00:00+00:00,0.1462,22.5,0.0031110954,0.0035405383
1995-01-01 01:00:00+00:00,0.1462,37.5,0.006719966,0.0073006446
1995-01-01 01:00:00+00:00,0.1462,52.5,0.0124029005,0.012350715
1995-01-01 01:00:00+00:00,0.1462,67.5,0.0047496054,0.0055440986
1995-01-01 01:00:00+00:00,0.1462,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1462,277.5,2.0740636e-05,0.0
1995-01-01 01:00:00+00:00,0.1462,292.5,4.148127e-05,0.0
1995-01-01 01:00:00+00:00,0.1462,307.5,2.0740636e-05,0.0
1995-01-01 01:00:00+00:00,0.1462,322.5,2.0740636e-05,2.7446033e-05
